"ID"	"EUPHEMISM"	"MEANING_IN_CHINESE"	"FIGURATIVE_TYPE"	"EXAMPLE"
"BG-1226"	"事业线"	"女性的乳沟"	"Metaphor"	"女明星在晚礼服里垫胸垫，挤出事业线。(Zhu 2018, p. 200)"
"BG-1227"	"私处"	"男女的阴部"	"Metonymy"	"那帘子正好遮挡在镜子前的人体的私处。(CCL)"
"BG-1228"	"私密部位"	"男女的生殖器"	"Metonymy"	"陈惠斌的脸被抓伤，身体私密部位也受了伤。(BCC)"
"BG-1229"	"酥胸"	"女子乳房"	"Metonymy"	"电视剧《唐明皇》表现的是中国封建社会的宫廷生活。既然是束缚人性的封建社会，那杨贵妃和众女性怎么会酥胸扮掩，穿着如此袒露的衣装？(Zhu 2018, p. 210)"
"BG-1230"	"外阴"	"外生殖器"	"Metonymy"	"外阴奇痒。(CCL)"
"BG-1231"	"下半身"	"身体下半部，阴部"	"Metonymy"	"不管是官员还是教授，都要切记管好自己的下半身，以免陷入“下半身门”。(Zhu 2018, p. 235)"
"BG-1232"	"下边"	"人的私处，阴部"	"Metonymy"	"《金瓶梅词话》：“西门庆也不答应，一手搂将过来，连亲了几个嘴，一手就下边一摸”。"
"BG-1233"	"下截"	"男性的生殖器官"	"Metonymy"	"《金瓶梅词话》第四回：“若不听我说，打下你这个小贱人下截来。”"
"BG-1234"	"下身"	"外生殖器, 阴部"	"Metonymy"	"王相突然伸过手来抓住了他的下身，嘻嘻笑着向李相报告：“李叔李叔，黑娃的牛牛挺得根竹笋！”(Zhu 2018, p. 236)"
"BG-1235"	"下体"	"外生殖器, 阴部"	"Metonymy"	"每天坚持用洗液冲洗，才能保持下体卫生。[http://www.100md.com/html/Dir/2003/07/10/0082.htm]"
"BG-1236"	"胸部"	"女性的乳房"	"Metonymy"	"她穿的旧衬衣却分明是她自己的，多次缩水后已是十分勉强地箍在她丰硕的躯体上，令人惊诧或者厌恶地觉察到她胸部的早熟…… (Zhu 2018, pp. 249-250)"
"BG-1237"	"羞处"	"人的外生殖器"	"Metonymy"	"他们那都穿着厚厚的羽绒服或者皮大衣，把钱都藏在身上的羞处和乳罩内。(Zhu 2018, p. 250)"
"BG-1238"	"阳道"	"男性的生殖器"	"Metonymy"	"《宋书：卷三十四：五行志五》：“豫章吴平人有二阳道，重累生。”"
"BG-1239"	"阳具"	"阴茎"	"Metaphor"	"有时她们在腰间套上一个假阳具，代替男人进行性交。(CCL)"
"BG-1240"	"阳物"	"男性的生殖器"	"Metonymy"	"清 · 薛福成 《庸盦笔记：轶闻：谳狱引律同而不同》： “有一人便旋於路，偶为妇人所见，其人对之而笑，且以手自指其阳物，妇人归而自缢。”"
"BG-1241"	"阴部"	"人类的外生殖器"	"Metonymy"	"应该如何清洗阴部？(CCL)"
"BG-1242"	"隐处"	"生殖器"	"Metonymy"	"明 · 冯梦龙 《古今谭概：非族：鞑鞑》： “韃妇至中国，人戏弄其乳则喜，以为是其子也，至隐处亦不为意。”"
"BG-1243"	"阴沟"	"女性生殖器"	"Metonymy"	"《醒世姻缘传》第十九回： “唐氏把阴沟打扫得干净，恐怕小鸦儿试将出来。”"
"BG-1244"	"阴核"	"睾丸或阴蒂"	"Metonymy"	"明 · 李时珍 《本草纲目：草五：蓼》﹝集解﹞引孙思邈曰：“黄帝 云：‘食蓼过多，有毒，发心痛。和生鱼食，令人脱气，阴核痛求死。’”"
"BG-1245"	"阴户"	"女子阴道外口"	"Metonymy"	"记载，大物主神的妻子得知他是一条蛇，吓得把“箸”插进阴户自杀了。(CCL)"
"BG-1246"	"阴门"	"女子阴道外口"	"Metonymy"	"发情初期阴毛才分开，显露出阴门。(BCC)"
"BG-1247"	"隐秘部位"	"男女的生殖器"	"Metonymy"	"婚检显然没有传统习俗的支撑，同时中国文化中的生理是私密的，在陌生人面前裸露身体特别是隐秘部位，并且透露与此相关的一些隐私和信息，令很多人难以接受，这也是人们拒绝婚检的原因之一。(CCL)"
"BG-1248"	"阴器"	"男女生殖器"	"Metonymy"	"《素问：热论》：“阴脉循阴器而络於肝，故烦满而囊缩。”"
"BG-1249"	"阴窍"	"肛门和尿道，也指阴道"	"Metonymy"	"清 · 袁枚《新齐谐：采战之报》： “京师人杨某，习採战之术，能以铅条入阴窍，而呼吸进退之。”"
"BG-1250"	"隐私部位"	"男女的生殖器"	"Metonymy"	"想想吧，当时那种情景，你的下体裸着，隐私部位暴露在外。(CCL)"
"BG-1251"	"阴体"	"男性生殖器"	"Metonymy"	"《古今小说：梁武帝累修归极乐》：“ 景阴体弘壮，淫毒无度。”"
"BG-1252"	"阴子"	"睾丸"	"Metonymy"	"《医宗金鉴：正骨心法要旨：补遗》： “十不治症……伤破阴子者；老人左股压碎者。”"
"BG-1253"	"玉茎"	"阴茎"	"Metaphor"	"《儒门事亲》：“睾丸，囊中之丸，虽主外肾，非厥阴环而引之，则玉茎无由伸缩。”"
"BG-1254"	"玉笋"	"女子小脚"	"Metaphor"	"清 · 蒲松龄 《聊斋志异·织女》：“隐约画帘前，三寸凌波玉笋尖。”"
"BG-1255"	"紫葡萄"	"女子乳头"	"Metaphor"	"明 · 冯侍御惟敏《双调水仙子：爇香》：“雪冰肌浅露紫葡萄”。"
"BP-1256"	"暗门子"	"妓女"	"Metaphor"	"她气得直囔，顿着脚说：“女人都是苦命。大姑娘也罢，暗门子也罢，都捞不着便宜”。(Zhu 2018, p. 3)"
"BP-1257"	"按摩小姐"	"妓女"	"Metonymy"	"曹某……在接受小姐按摩服务后，双方因为价格问题发生争议，曹某拿出随身携带的一把裁纸刀将按摩小姐颈部划伤。(Zhu 2018, pp. 2-3)"
"BP-1258"	"白房子"	"妓院"	"Metonymy"	"像他那个岁数的小伙子们，即使有人管着，哪个不偷偷的跑“白房子”？ (Zhu 2018, p. 5)"
"BP-1259"	"百媚门桯"	"妓院"	"Metonymy"	"市門、私門、半掩門、花門柳戶、風月門庭、枇杷門巷、百媚門桯等是妓院的代稱。(Zhang 1996, p. 99)"
"BP-1260"	"半开门"	"妓女"	"Metaphor"	"这些破靴党，更其是满嘴巴没半句正经，私门子，半开门，越是混账的事情他们越知道得多！(Zhu 2018, p. 9)"
"BP-1261"	"半门子"	"妓女"	"Metaphor"	"囚根子，一个院里半门子也认不的了，赶着粉头叫娘娘起来！(Zhu 2018, p. 9)"
"BP-1262"	"班子"	"妓院"	"Metonymy"	"正经的班子不许你进，土窑子是什么油水也没有。(Zhu 2018, p. 8)"
"BP-1263"	"傍柳随花"	"狎妓"	"Metaphor"	"元 · 徐琰《蟾宫曲：会娇娥罗绮丛中曲》： “会娇娥罗绮丛中，两意相投，一笑情通，傍柳随花，偎香倚玉，弄月抟风。”"
"BP-1264"	"鸨"	"女皮条客"	"Metaphor"	"鸨，旧指老妓女或妓院的女老板（古人认为鸨是淫鸟）。(GF 2014)"
"BP-1265"	"鸨母 "	"女皮条客"	"Metaphor"	"鸨母，旧时开妓院的女人。(GC 2015)"
"BP-1266"	"北里"	"妓院"	"Metonymy"	"《二十年目睹之怪现状》第三十二回： “轻性命天伦遭惨变，豁眼界北里试嬉游。”"
"BP-1267"	"冰妹"	"妓女"	"Metonymy"	"毛某以前当过“冰妹”，发现这行来钱快，就决定自己当“老鸨”。(Zhu 2018, p. 15)"
"BP-1268"	"缠头客"	"寻花问柳的人"	"Metonymy"	"清 · 袁枚 《随园诗话补遗》卷五： “﹝颜鑑堂﹞《题楚莲香》云：‘蝶蜂也似缠头客，乱逐游踪上下狂。’"
"BP-1269"	"倡女"	"妓女"	"Metonymy"	"这就是倡女的命吧，用才艺打动客人，然后再被客人赎身。(Zhu 2018, p. 29)"
"BP-1270"	"长三"	"旧时上海的高级妓女"	"Metaphor"	"《二十年目睹之怪现状》第三三回： “他近来发了财，还到我们这里来么，要到四马路嫖长三去了。”"
"BP-1271"	"倡条"	"妓女"	"Metaphor"	"新安山高江水遥，卷葹原不生倡条。贞魂夜号月光晓，儿童莫赋西陵草。"
"BP-1272"	"倡条冶叶"	"妓女[及其侍婢]"	"Metaphor"	"唐 · 李商隐《燕春台》诗：“蜜房羽客类芳心，冶叶倡条遍相识。”"
"BP-1273"	"楚馆秦楼"	"妓院"	"Metonymy"	"明 · 刘兑《金童玉女娇红记》：“选甚楚馆秦楼，长是偎红倚翠。”"
"BP-1274"	"出条子"	"妓女应召出外提供色情服务"	"Metonymy"	"《邻女语》第十一回： “三位仙姑，平时看见同巷红倌人出条子，多坐的是极阔的阔包车。”"
"BP-1275"	"串花家"	"逛妓院"	"Metaphor"	"《醒世恒言：卷三：卖油郎独占花魁》：“俏冤家，须不是串花家的子弟。”"
"BP-1276"	"春妇"	"妓女"	"Metonymy"	"后来他们该换题目，矜夸地、肉麻地，谈到法租界的春妇。(Zhu 2018, p. 41)"
"BP-1277"	"词史"	"妓女"	"Metonymy"	"清 · 邹弢 《三借庐笔谈：李爱珠诗》： “李爱珠词史，住閶门之宋仙洲巷，佻荡笑謔，似无甚心机者。”"
"BP-1278"	"从良"	"指妓女脱离卖身的生活而嫁人"	"Metonymy"	"清 · 孔尚任《桃花扇》第二十二出：“娼家从良，原是好事。”"
"BP-1279"	"翠红乡"	"妓院"	"Metonymy"	"你坐中军花柳场，我领前队翠红乡。(Zhu 2018, p. 46)"
"BP-1280"	"翠楼"	"妓院"	"Metonymy"	"唐 · 王昌龄《闺怨》诗：“闺中少妇不曾愁，春日凝妆上翠楼。”"
"BP-1281"	"打野鸡"	"嫖宿在马路上拉客的私娼"	"Metaphor"	"《文明小史》第十七回：“姚老夫子见儿子没有同那人去打野鸡，方才把气平下。”"
"BP-1282"	"带局"	"叫妓女陪饮"	"Metonymy"	"《冷眼观》第二回： “一时伺候的人已将酒席排齐， 云卿 便闹了要我带局。”"
"BP-1283"	"发廊"	"妓院"	"Metonymy"	"目前的性服务场所多以“发廊”指代，而性工作者也多称呼为“小姐”。 [https://amp.cn.googl-info.com/525648/1/妓院.html]"
"BP-1284"	"粉房"	"妓院"	"Metonymy"	"元 · 无名氏《救风尘》第三折： “周舍云：‘你来粉房里寻我。’ ”"
"BP-1285"	"粉花"	"妓女"	"Metonymy"	"清 · 蒲松龄 《聊斋志异：阿宝》： “世之落拓而无成者，皆自谓不痴者也。且如粉花荡产，卢雉倾家，顾痴人事哉！”"
"BP-1286"	"粉头"	"妓女"	"Metonymy"	"《警世通言：卷二十四：玉堂春落难逢夫》： “他家里还有一个粉头，排行三姐，号玉堂春，有十二分颜色。”"
"BP-1287"	"风尘女子"	"妓女"	"Metaphor"	"在欧美只有风尘女子才穿的超短皮裙、在健美场所才穿的健美裤。(CCL)"
"BP-1288"	"风月场所"	"妓院"	"Metaphor"	"然而，令人费解的何止是街头风光的山地车，在欧美只有风尘女子才穿的超短皮裙、在健美场所才穿的健美裤，我们不是都拿来在街头风光了吗！(CCL)"
"BP-1289"	"风月女"	"妓女"	"Metaphor"	"有人要见见这位风月女子了。(CCL)"
"BP-1290"	"勾栏"	"妓院"	"Metonymy"	"清 · 蒲松龄《聊斋志异：卷十一：陈云栖》： “诚以闺阁之身，腼然酬应如勾栏，所不堪耳。”"
"BP-1291"	"孤老"	"嫖客、姘夫"	"Metonymy"	"《儒林外史》第五十三回： “那些妓女们相与的孤老多了，却也要几个名士来往，觉得破破俗。”"
"BP-1292"	"姑娘"	"妓女"	"Metonymy"	"王统照 《号声：鬼影》： “他却很自得地夸示他对于妓女们的诱力……他更说与他要好的姑娘还是某一个将军的遗妾。”"
"BP-1293"	"鼓子花"	"容色不佳的妓女"	"Metaphor"	"明 · 俞弁 《山樵野语》卷十：“诗人以妓女无颜色者谓之鼓子花。”"
"BP-1294"	"逛窑子"	"到娼家游玩"	"Metaphor"	"他洁身自好，从来不逛窑子。(GC 2015)"
"BP-1295"	"行首"	"上等妓院"	"Metonymy"	"元 · 关汉卿《谢天香》楔子： “不想游学到此处，与上厅行首谢天香作伴。”"
"BP-1296"	"行院"	"妓院"	"Metonymy"	"《醒世恒言：卷二十：张廷秀逃生救父》： “不一日，三场已毕，同寓举人候榜，拉去行院中游串，作东戏耍。”"
"BP-1297"	"喝茶吃鱼"	" 指狎妓；嫖娼"	"Metaphor"	"为何常有人「吃鱼喝茶」被抓？ [https://www.chinatimes.com/hottopic/20171006006278-260803]"
"BP-1298"	"红灯区"	"妓院"	"Borrowing"	"西方各国的“红灯区”渐渐消声匿迹。(CCL)"
"BP-1299"	"花船"	"载妓招客的船"	"Metaphor"	"清 · 皞皞子 《＜广东火劫记＞跋》： “犹忆前年珠江大火，花船尽付一炬。”"
"BP-1300"	"花姑娘"	"妓女"	"Metaphor"	"沉从文 《主妇集：贵生》： “我们五爷花姑娘弄不了他的钱，花骨头可迷住了他。”"
"BP-1301"	"花馆"	"妓院"	"Metaphor"	"明 · 梁辰鱼 《寄怀》词：“花馆贮多娇，冠当筵风度飘颻。”"
"BP-1302"	"花胡同"	"妓院"	"Metaphor"	"元 · 武汉臣《玉壶春》第二折： “我是个翠红堆傅粉的何郎，花胡同画眉的张敞。”"
"BP-1303"	"花界"	"妓女界"	"Metaphor"	"《“五四”爱国运动资料：上海罢市实录》：“惟我青楼一无举动，我本我的良心，想出几条办法，劝告我全国花界同胞，各本良心尽我国民应尽之天职。”"
"BP-1304"	"花街"	"妓女集中的地方"	"Metaphor"	"清 · 李渔 《慎鸾交：品花》： “琴书落魄无生计，撞花街，日寻佳丽。”"
"BP-1305"	"花魁"	"有名的妓女"	"Metaphor"	"我奶奶当年也有名着呢，也是北京城的一枝花——八大胡同的花魁。(Zhu 2018, p. 106)"
"BP-1306"	"花柳"	"妓院"	"Metaphor"	"《金瓶梅》第九十六回：“三十上小人有些不足，花柳中少要行走。”"
"BP-1307"	"花柳场"	"妓院"	"Metaphor"	"《黑籍冤魂》第一回：“公子王孙问柳寻花，朝欢暮乐，因在花柳场中弄上的。”"
"BP-1308"	"花柳丛"	"妓院"	"Metaphor"	"《初刻拍案惊奇》卷十五： “我陈衍若再向花柳丛中着脚时，永远前程不吉，死于非命。”"
"BP-1309"	"花柳人家"	"妓院"	"Metaphor"	"《二刻拍案惊奇》卷二一：“王惠与李彪见他出去外边歇宿，只説是在花柳人家，也不查他根脚。”"
"BP-1310"	"花门柳户"	"妓院"	"Metaphor"	"明 · 康海 《王兰卿》第一折： “谁想这妮子情性贞良，全无花门柳户之气。”"
"BP-1311"	"花娘"	"妓女"	"Metaphor"	"元 · 陶宗仪《南村辍耕录：卷一四：妇女曰娘》： “娼妇曰花娘，达旦又谓草娘。”"
"BP-1312"	"花市"	"妓院"	"Metaphor"	"《清平山堂话本：简帖和尚》： “宴罢归来姿游花市，此时方显平生志。”"
"BP-1313"	"花台"	"妓院"	"Metaphor"	"元 · 关汉卿《谢天香》楔子：“平生以花酒为念，好上花台做子弟。”"
"BP-1314"	"花烟间"	"最下等的妓院"	"Metaphor"	"鲁迅 《中国小说史略》第二六篇：“惟因 赵 又牵连租界商人及浪游子弟，杂述其沉湎徵逐之状，并及烟花，自‘长三’至‘花烟间’具有。”"
"BP-1315"	"花院"	"妓院"	"Metaphor"	"《醒世恒言：卷三：卖油郎独占花魁》：“未识花院行藏，先学孔门规矩。”"
"BP-1316"	"黄鱼"	"大脚妓女"	"Metaphor"	"《二十年目睹之怪现状》第三回： “那一天带了几块洋钱，走到了四马路野鸡最多的地方，叫做甚么会香里，在一家门首看见一个黄鱼。”"
"BP-1317"	"会所"	"妓院"	"Metonymy"	"现在烂人又多，我们会所就有几个专门找小姐玩诈金花的。[https://www.9txs.cc/book/81584/680683.html]"
"BP-1318"	"鸡"	"妓女"	"Metaphor"	"村里女人暗地里嚼舌根子，都说她是个鸡。 [https://m.baishuku.la/wapbook/135/135344/36197806.html]"
"BP-1319"	"鸡头"	"皮条客"	"Metaphor"	"听仓里的人说，她们是被'鸡头'买出去卖淫的。 [http://news.sina.com.cn/c/2003-04-29/0946101898s.shtml]"
"BP-1320"	"贱业"	"卖淫"	"Metonymy"	"《儒林外史》第二十六回： “他虽生意是贱业，倒颇多君子之行。”"
"BP-1321"	"教坊"	"妓院"	"Metonymy"	"《警世通言：卷三十二：杜十娘怒沉百宝箱》： “但教坊落籍，其费甚多，非千金不可。我囊空如洗，如之奈何？”"
"BP-1322"	"接客"	"妓女接待嫖客"	"Metonymy"	"《初刻拍案惊奇》卷四十三： “那月娥是个久惯接客乖巧不过的人，看此光景，晓得有些尴尬，只管盘问。”"
"BP-1323"	"街头女人"	"娼妓"	"Metonymy"	"巴金 《马赛的夜》：“她轻佻地笑着，的确象一个街头女人。”"
"BP-1324"	"姐儿"	"妓女"	"Metonymy"	"《金瓶梅》第三十二回： “此位姐儿，乃是这大官府令翠，在下怎敢起动？”"
"BP-1325"	"金钗客"	"妓女"	"Metonymy"	"元 · 武汉臣 《玉壶春》第三折： “我本要秦楼夜访金釵客，我与你审问个明白。”"
"BP-1326"	"旧院"	"妓院"	"Metonymy"	"清 · 孔尚任 《桃花扇：馀韵》： “那长桥旧院，是咱们熟游之地。你也该去瞧瞧。”"
"BP-1327"	"老鸨 "	"女皮条客"	"Metaphor"	"不一会儿，老鸨便领进一个十七、八岁的姑娘。(CCL)"
"BP-1328"	"丽春院"	"妓院"	"Metaphor"	"《金瓶梅词话》第三二回： “伯爵在旁説道：‘乔上尊，你请坐，交他侍立。丽春院粉头供唱递酒是他的职分，休要惯了他。’”"
"BP-1329"	"柳陌"	"妓院"	"Metaphor"	"清 · 黄六鸿 《福惠全书：保甲：驱逐娼妓》： “故欲觅盗踪，多从柳陌；欲追贜物，半费花街。”"
"BP-1330"	"柳巷"	"妓院"	"Metaphor"	"清 · 孔尚任 《桃花扇·却奁》： “人宿平康 深柳巷，惊好梦门外花郎。”"
"BP-1331"	"露花风絮"	"妓女"	"Metaphor"	" 清 · 龚自珍 《暗香》词：“我是瑶华公子，从未识露花风絮。”"
"BP-1332"	"路柳墙花"	"妓女"	"Metaphor"	"《警世通言：卷一一：苏知县罗衫再合》： “妾等乃巫山洛水之俦，非路柳墙花之比。”"
"BP-1333"	"娈童"	"旧时供人狎玩的美男子"	"Metonymy"	"清 · 蒲松龄《聊斋志异：卷二：侠女》： “此君之娈童也。我固恕之，奈渠定不欲生何！”"
"BP-1334"	"妈妈"	"女皮条客"	"Metaphor"	"不过，这里的妈妈却并不是代表母亲，而是鸨母。"
"BP-1335"	"妈妈生"	"女皮条客"	"Metaphor"	"妈妈生又称老鸨（为妓女揽客的女性）在南亚以及港澳地区的另一种称呼。[https://www.163.com/dy/article/FQH2RN9E0543ONNA.html]"
"BP-1336"	"卖春"	"卖淫"	"Metonymy"	"她岂能将女儿许配给一个以“卖春	”为生的男人呢。(BCC)"
"BP-1337"	"买春"	"花钱换取性服务"	"Metonymy"	"她对他那么好，可他还是去买春。[https://freewechat.com/a/MjM5NTc1NTg0Mg==/2649260441/1]"
"BP-1338"	"卖身"	"卖淫"	"Metonymy"	"有的是其父母拉皮条，女儿卖身，小儿子为嫖客洗车来赚钱。(CCL)"
"BP-1339"	"卖笑"	"娼妓或歌女用声色供人取乐"	"Metonymy"	"在这条胡同里，充满着各种喧嚣、叫卖、女人诟骂、打情卖笑的声浪。 (Zhu 2018, p. 145)"
"BP-1340"	"买笑"	"嫖妓"	"Metonymy"	"明 · 汪廷讷 《狮吼记：访友》： “既远别了娘子，心何忌，挥金买笑任施为。”"
"BP-1341"	"买笑追欢"	"嫖妓"	"Metonymy"	"《初刻拍案惊奇》卷二十二： “闻得京师繁华去处，花柳之乡，不若借此事由，往彼一游。一来可以索债，二来买笑追欢，三来觑个方便，觅个前程，也终身受用。”"
"BP-1342"	"买钟"	"按钟点付费，让女子提供色情服务"	"Metonymy"	"那大客户在夜总会迷上个“公关小姐”，要买钟带她去宵夜。(CCL)"
"BP-1343"	"猫儿"	"妓女"	"Metaphor"	"《金瓶梅》第三十二回： “因把猫儿的虎口内火烧了两醮，和他丁八着好一向了。”"
"BP-1344"	"妹子"	"妓女"	"Metonymy"	"他帮很多妹子卖掉初夜，却从不承认自己是个皮条客。 [https://www.sohu.com/a/144258166_500569]"
"BP-1345"	"门户"	"妓院"	"Metaphor"	"《警世通言：卷二四：玉堂春落难逢夫》： “买良为娼，也是门户常事。”"
"BP-1346"	"门里人"	"妓女"	"Metaphor"	"《醒世姻缘传》第四十回： “我看这孩子有些造化似的，不像个门里人，我替俺这个种子娶了他罢。”"
"BP-1347"	"迷楼"	"妓院"	"Metonymy"	"《白雪遗音：岭儿调：独坐黄昏》： “想当初，何等样的花魁女，接了些王孙贵客，车马迎门。后遇着卖油郎，他説：‘茫茫苦海，即早回头，跳出这迷楼。’”"
"BP-1348"	"眠花宿柳"	"狎妓"	"Metaphor"	"聂绀弩 《论怕老婆》三： “她什么都没有，只有一点点可怜的几乎是滑稽的地位，即她是老婆，也就是老公的性的对象。老公而要眠花宿柳，偷情纳妾，她就连这一点点可怜地位，也发生问题了。"
"BP-1349"	"面首"	"男宠、男妓"	"Metonymy"	"《资治通鉴：卷一三○：宋纪十二：明帝泰始元年》： “帝乃为公主置面首，左右三十人。”"
"BP-1350"	"MM"	"妓女"	"Acronymy"	"帖子里，公会是妓院，M M 是妓女。 [http://wow.tgbus.com/emotion/bagua/200812/20081217185920.shtml]"
"BP-1351"	"拈花惹草"	"男子乱搞男女关系或狎妓"	"Metaphor"	"阿让古尔出身高贵，但没有教养，是一个平平庸庸的外交官，一个拈花惹草的坏丈夫，象剧中人那样奸滑刁钻。(CCL)"
"BP-1352"	"拈花摘叶"	"男子乱搞男女关系或狎妓"	"Metaphor"	"《孤本元明杂剧：卓文君：第二折》：“倚翠偎红，拈花摘叶。”"
"BP-1353"	"牛郎"	"指从事色情陪酒的男子。男妓的代称"	"Borrowing"	"这位小兄弟，因为自己的女朋友被牛郎抢走了，不甘心，自己便下海了。  [https://m.sohu.com/n/483396232/]"
"BP-1354"	"女校书"	"妓女"	"Metonymy"	"清 · 全祖望 《钱尚书牧斋手迹跋》： “黄忠烈公见诸弟子有与女校书诗者，輒戒之。”"
"BP-1355"	"攀花折柳"	"狎妓"	"Metaphor"	"元 · 无名氏《百花亭》第二折： “则为我攀花折柳，致令的有国难投。止望待天长地久，谁承望雨歇云收。”"
"BP-1356"	"陪花"	"陪着吃花酒的妓女"	"Metaphor"	"《官场现形记》第十二回：“王黄两位没有叫陪花，周老爷也想不叫。”"
"BP-1357"	"皮肉钱"	"嫖妓的费用"	"Metonymy"	"如何从一个清纯的小姐姐走向赚皮肉钱的酒店小姐. [http://www.zd1tj.com/518.html]"
"BP-1358"	"皮肉生涯"	"卖淫"	"Metonymy"	"红灯区的皮肉生涯也相当活跃。(CCL)"
"BP-1359"	"皮肉生意"	"卖淫"	"Metonymy"	"两个女儿做私门子，做点儿高档皮肉生意，赚大钱。(CCL)"
"BP-1360"	"平康女"	"妓女"	"Metonymy"	"清 · 蒲松龄《聊斋志异：卷十一：香玉》： “妾小字香玉，隶籍平康巷。”"
"BP-1361"	"清倌人"	"尚未接客的妓女"	"Metonymy"	"《海上花列传》第二回：“况且陆秀宝是清倌人。”"
"BP-1362"	"青楼"	"妓院"	"Metonymy"	"他发现身为国民党高官的生父是个极其复杂的人，曾先后娶过三个妻子，而最爱的竟是一个青楼女子。(Zhu 2018, pp. 170-171)"
"BP-1363"	"青楼女子"	"妓女"	"Metonymy"	"它代表着晚清海上青楼女子所特有的音容笑貌、言谈举止乃至身段神情。(CCL)"
"BP-1364"	"曲巷"	"妓院"	"Metonymy"	"清 · 蒲松龄 《聊斋志异：林氏》： “戚不以为丑，爱恋逾於平昔。曲巷之游，从此絶迹。”"
"BP-1365"	"肉金"	"嫖妓的费用"	"Metonymy"	"逢年过节外几乎天天都开，妓女肉金350元，当中250元上缴集团。(BCC)"
"BP-1366"	"桑拿会所"	"妓院"	"Metonymy"	"大正《龙眼镇恶棍列传》：她们不再到各大娱乐场,桑拿会所工作,而是隶属于一个皮条组织。"
"BP-1367"	"色府"	"歌妓汇集的地方"	"Metonymy"	"宋 · 秦观 《眇倡传》： “京师，天下之色府也。美眄巧笑，雪肌而漆髮，曳珠玉，服阿锡，妙弹吹，籍于有司者，以千万计。”"
"BP-1368"	"上头"	"妓女第一次接客"	"Metonymy"	"下海就是梳拢，梳拢就是上头。[https://youdict.net/hydcd/s/梳拢]"
"BP-1369"	"失足妇女"	"妓女"	"Metonymy"	"开展教育挽救失足妇女工作。 [http://fj.sina.com.cn/news/s/2010-12-12/102984426.html]"
"BP-1370"	"梳拢"	"妓女第一次接客"	"Metonymy"	"《警世通言：卷二十四：玉堂春落难逢夫》：“鸨儿索价太高，还未梳栊。”"
"BP-1371"	"堂客"	"妓女"	"Metaphor"	"福大爷声明为了不让孩子受委屈，不再续弦。弦是没续，但……他那后花园子的五间暖阁从没断过堂课。(Zhu 2018, p. 212)"
"BP-1372"	"特殊服务"	"性服务"	"Metonymy"	"闪烁的KTV标识，以及”大巴黎””新伊甸园”等等霓虹灯字号，使他意识到可能会提供的”特殊服务”，但他毫无兴致。(Zhu 2018, pp. 213-214)"
"BP-1373"	"条子"	"陪席的妓女"	"Metonymy"	"《官场现形记》第二四回：“﹝贾润孙﹞忽然又笑着问黄胖姑道：‘近来有什么好条子没有？’黄胖姑道：‘有有有，明天我荐给你。’”"
"BP-1374"	"兔儿爷"	"男妓，供人玩弄的男子"	"Metaphor"	"在天津，男娼往往被称作“兔二爷”。 [http://www.cnkang.com/dzjk/201507/976515.html]"
"BP-1375"	"舞男"	"男妓"	"Metonymy"	"实际上他什么也不是，只是一个舞男	。(CCL)"
"BP-1376"	"洗脚房"	"以洗脚为主要内容的营业性服务场所，有的还提供色情服务"	"Metonymy"	"一些违法经营洗脚房的场所存在严重色情服务及卖淫嫖娼的问题。(Zhu 2018, p. 234)"
"BP-1377"	"洗头房"	"以洗头为主要内容的营业性服务场所，有的还提供色情服务"	"Metonymy"	"为什么洗头房跟色情行业会捆绑在一起？[https://www.zhihu.com/question/32019898/answer/55789529]"
"BP-1378"	"洗浴中心"	"妓院"	"Metonymy"	"发现男朋友去洗浴中心找了小姐，嫖娼。 [https://zhuanlan.zhihu.com/p/353428042]"
"BP-1379"	"狭邪"	"妓院"	"Metonymy"	"清 · 王晫 《今世说：巧艺》： “﹝王崇节﹞生平不饮酒，喜妇人，得金即持往狭邪，立尽。”"
"BP-1380"	"闲花野草"	"妓女或作风轻浮的女性"	"Metaphor"	"他跟巧云又没有拜过堂，完过花烛，闲花野草，断了就断了。(Zhu 2018, p. 238)"
"BP-1381"	"咸水妹"	"接洋人的妓女"	"Metonymy"	"茅盾 《劫后拾遗》二：“‘这是个什么路数呢？妖妖怪怪的！’ 馨儿 听得妈妈低声问他爸爸。‘自然是咸水妹了。’又听得爸爸这样回答。”"
"BP-1382"	"相公"	"年轻姣美的男演员。亦指男妓"	"Metonymy"	"《二十年目睹之怪现状》： “在京城里面,逛相公是冠冕堂皇的...不算犯法。”"
"BP-1383"	"箱钱"	"嫖妓的费用"	"Metonymy"	"《儒林外史》第五十四回：“丁言志道：‘我来同你家姑娘谈谈诗。’ 乌龟道：‘既然如此，且秤下箱钱。’ ”"
"BP-1384"	"小倌"	"靠出卖色相赚取金钱的男子，也叫男妓，和妓女一样"	"Metonymy"	"同性恋自古就有，因此世上不仅有妓女，还有小倌。[https://www.69shu.com/txt/23023/13110810]"
"BP-1385"	"小姐"	"妓女"	"Metonymy"	"她偷偷告诉我说，在中国，「小姐」是「妓女」的意思。害我一个晚上叫「姑娘」也不是；叫「小妹」也不对；叫「同学」也不妥；叫「女士」更不当，实在有够郁闷。[http://blog.udn.com/lumugu/12674665]"
"BP-1386"	"歇钱"	"嫖妓的费用"	"Metonymy"	"明 · 冯梦龙《醒世恒言》： “不敢动问，你家花魁娘子一夜歇钱要几千两？”"
